标题,情绪,情绪分数
电科院周五K线出现鸭子头，看高到7元左右！,False,0.35097421308905385
电器检测+电力设备1、公司主要从事发电设备、输变电设备、机电设备、高压电器、高压,False,0.1726455415336482
今日不发长文，都说利好，大叔认为周一收十字星就不错了！关注大叔不迷路。,True,0.9936992007613037
最后的晚餐[左哼哼][右哼哼],False,0.21884985927289202
追涨杀跌，心浮气躁，这是炒股亏钱的八字真言，谨记！！！,False,0.05303433291110071
人气第一吓我一跳以为有什么重大利好,False,0.38521991900251684
是福是祸躲不过，牛鬼蛇神都出来了，不要去评论别人的问题，它们不过是端那碗饭的人，,True,0.834938787060133
唱空的这么多，恭喜你们踏空啦，唱空的都是无股的。恭喜恭喜！,True,0.8576987948505245
明日冲高回落！见顶了！赶紧清仓逃命吧！个人观点，仅供参考！不喜勿喷！谢谢！欢迎多,False,0.08541502747852281
明显放量拉高出货。,False,0.47086472365900567
同花顺那边人气如果也进前10那才有看头东财就图个乐呵吧,False,0.09799824418865866
这个票不能追高。,False,0.25263831885447885
明显放量拉高出货。,False,0.47086472365900567
产业链来了,True,0.5455370938053228
散户多了就会人气第一,True,0.6087715755839703
下周一抛出走人，切莫心存侥幸！,True,0.5612470180685755
十板起步,True,0.8969379985409918
这个股票不可能涨很高,True,0.9123920864077079
抖音杀猪盘,False,0.0547237407077269
抖音推的就是准备杀猪啊,False,0.10356720596983549
大吃小的游戏、躲猫猫的游戏、打地鼠的游戏、信息差的游戏、猜涨跌的游戏、击鼓传花的,True,0.9456853281779513
星期一估计要暴跌,True,0.7640123922698897
苏文电能也是电力，电网而且控股股东自愿一年内不以任何形式减持,True,0.9412483531885096
好了，这下确定了，最后清仓逃命时刻，跑跑跑[下跌],True,0.8019012627533744
礼拜一高开我就买，使出反常必有妖,True,0.9245718338837702
随便你，礼拜一涨停我就卖，只有10000股,False,0.11510306393864556
下一个正丹，风光股份,True,0.8822192579004985
一个季度2.99万，比我还差，,False,0.3217822295914493
雷神科技，北交所最具龙头潜质,True,0.5001165772118569
发现吧里不正常的人好多，人气旺肯定是比没人气好吧。[龙头],True,0.9242331528141506
国家出台输配高压线路升级计划，龙头电科院，,False,0.4294492435687157
只有周期五涨，周末就有抖音吹票，，最近几个月不都是一吹就死，抖音吹票的太恶劣了！,False,9.434046193246282e-06
这个人气只有维持到周一开盘，才能有点点用，看人气炒股的，都是韭菜,False,0.009319595939578651
在没有广泛传开的情况下，人气排到了第一，说明有暗牌的题材要爆发，下周大概率要起飞,False,0.3738450635042656
英伟达散热片唯一供应商，夏日必备！,True,0.6555509738430841
第一次买到人气第一了，可惜卖得差不多了[捂脸],False,0.03488446551362445
人气榜第2了牛逼,True,0.5183404904924398
$电科院(SZ300215)$,False,0.44767845850986676
人气第一，有人意外！,True,0.9561794646246033
周一看谁跑的快,True,0.7482118518506125
有什么消息，人气这么高,True,0.5076002499839193
人气就第二了,False,0.243682650508798
0521单独分享的电科院等几个电力股的低吸机会，都还满意吧！,True,0.8261396784381774
抖音大小v都在推他，高危,True,0.6694224988922862
电力里面图形最好看，日线周线月线放大量。[大笑][兴奋][鼓掌],True,0.957089634730253
下周一创新高，下周二拉板。[兴奋][大笑][鼓掌],True,0.9865268665746797
跟着苏交科的形态走那该多好,True,0.995561658545993
下礼拜题材高低切了看电力了。。。,False,0.04083432680210075
抖音在推杀猪盘了,False,0.029506227096672055
倒t也要接回来,False,0.06523119417321221
【24日资金最新动向！】,True,0.9136065214085787
电力龙头1.卖电（风水光火核等等），最大的直接利好的，龙头10cm是明星电力，2,False,0.002639568780680168
继续[胜利][胜利][胜利][看多][看多][看多][看多][看多][鼓掌][鼓,True,0.964956021818404
感觉周一新高的概率很大,True,0.8396731838433582
电科院,False,0.5
下不来，有承接，周一大幅高开高走，做T的可能T飞了,True,0.7801545149136664
尾盘买入了300215（电科院）,False,0.37270866135586755
太强,False,0.15384615384615385
【英伟达还有新高！】,True,0.5553604284740093
完了，5.91套住了,True,0.6419241917660199
电科院10%，两只负溢价转债,True,0.7545338599606999
这票哪来那么高人气，都没涨停,False,0.34189158823204147
前天走了，昨天没有接回，没搞懂爆发的逻辑[滴汗],False,0.12028064639275071
6.18进来的，估计没有比我高的了。下周一继续看高。。。,True,0.746120393357595
高抛良机，好好珍惜！,True,0.9550890805605152
黄金现在可以冲了，今天517520继续走强，长期投资价值高，指数拿着也省心,True,0.9906014103953998
电力炒作刚开始，电科院不得了，我只看名字，具体公司干啥的我不管，电科院，好好领会,False,0.011197685088941034
双头的节奏,True,0.6729704765340161
昨天5.57出的，不知道对不对,False,0.33857062330029764
$电科院(SZ300215)$,False,0.44767845850986676
没吃到肉，汤也没喝到，这一桌菜又让我掏钱买单了。,False,0.013582531482735583
卖了半仓，下周走势会不会破前高呢,False,0.10250925255178811
【0524个股点评小结】,False,0.1402117188194577
马上出坑[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],True,0.9479335885845553
主力不想出龙虎榜，一直压盘。今天估计10个点的涨幅。不错了已经，感恩。,True,0.6124277291378268
好浪漫啊[害羞羞],True,0.935331960674293
本月回本6w，创纪录,False,0.43120635929625717
6.34是你的目标，也是我的,True,0.7895290168366028
反复拉是不是要退市,False,0.07202702831839614
表现不佳,True,0.771620977199592
想打板来着。结果吃大面。两天十五个点又没有了。,False,0.3603090505892588
敬告股友,False,0.046933387654792935
又降低成本了,False,0.39493583783453856
今天追高的都要完蛋了,True,0.6884500273120904
师姐5.13已建仓电科院,False,0.12291018316903923
下周一起码跌5个点，再次见5.5,False,0.03852814603361088
好牛[赞],True,0.9664143089512817
这个真不如都是一半，恶心盘中还出公告，早上要是看盘就出了…,False,0.028149467529506422
明天是好的点,True,0.8722142570891462
我感觉今天能拉涨停，耐心等待吧,True,0.6824277248148203
我先走了昨天尾盘接的。,False,0.2377885185688643
去301419了,False,0.4869103343988235
如果电力板块能炒作1个月。这绝对是一支牛股，就怕是一日游行情,False,0.030753486184170065
拉一下吧，今天生日不想吃面[上涨][上涨][上涨],False,0.006369665775111111
收盘涨12%,True,0.7865195972935963
希望今天可以上涨,False,0.22471286009242408
昨天低吸的，一股未动！现在就是轮动，静静的等待就是,False,0.24006247763651556
凭电器科学研究院的名字今天也会涨停,True,0.9003048400709485
继续买入电科院用电高峰来了……,True,0.9240670919319895
人民币将与中国工业电力挂钩，电科院股价将一飞冲天！,True,0.9398292515855664
中线趋势，老鸭头,True,0.8027666213318213
赶快板了吧，中午想抽华子了,False,0.23015756490108308
早上一直喊，非要买就去深南电，看吧。,False,0.33141762154226484
小作文来了，走了，等520再买,True,0.7467932837662679
苏州电科院顺利通过中国核工业集团合格供应商、中国核能行业协会合格供应商现场评审2,True,0.6671940754336096
梭哈300215了,True,0.8630530555797126
抛压太大了，没办法，不洗洗就到头了,False,0.0014928946081141925
现在还不板，应该是板不了，下个星期就的跌了,False,0.029875495436234467
5.99元卖了一部分，搞怕了，洗盘太暴力,True,0.8571596744243857
小单一拉，大单一出,False,0.08950407364713986
电科院(300215)龙虎榜数据(05-13),True,0.814133039667231
我昨天才出，今天就涨，前两天南京聚隆也一样一出拉了30点，作孽啊,False,0.08198982308461344
走势特别好,True,0.7041273743699809
看今天有没有敢死队进来,False,0.22899829150104156
今天封板的话，下周,False,0.4648257649837947
真墨迹啊，直接20CM不就是了嘛,True,0.591674073570269
涨停板无疑,True,0.9342570588970333
真牛，奔涨停走,True,0.8668174612203481
牛，留了一手准备随时跟进的，那个晓得是这样的结果，我还在开车呀……,True,0.7050244558226622
快拉涨停吧，磨磨唧唧的,False,0.27110864947843416
带带建科股份,True,0.8151127093866293
太牛了，发财了哈,False,0.4145220136467569
5.9清了，祝留下来的发财,True,0.564156094040901
买入,True,0.7499999999999999
走了走了半天涨不停明天又要跌,False,0.1024184948465795
希望5.5能接回来，挂了10个点出售，结果卖了,False,0.03443931559794755
15点能就走，龙头都站岗了。别在想涨停,False,0.4258220857266759
下周一又是跌,False,0.4737672181921908
昨天亏1200跑了哎,True,0.6515267909241165
才追高，落袋舒服,True,0.7001237180818008
放弃了300040，全仓押了300215,True,0.5778003945956651
神经病啊,False,0.19999999999999996
电力调整差不多了，今天或下周会有上攻动能,False,0.20955911478506473
军工龙头，赶紧封住带带板块,False,0.03498028996256075
认命，昨天割了九洲，今天追高这个,False,0.2214118295925558
周线仙人指路,True,0.7721616762044574
做t溜了，落袋为安，哈哈,True,0.5468842415102025
真龙都就位，差不多就走，没有溢价的,True,0.953040735657453
太厉害了，坐等涨停。,False,0.23741024697726898
谢谢电科院，5.55上卖的全部在5.45下低吸了回来,False,0.04179027164255611
别搞的冲高回落,False,0.15666015380008735
什么时候能涨停一次啊，真服了,False,0.08324449010825141
卖早了点,False,0.30528058449448936
果然是，前天卖出去，昨天没接回就是错,False,0.3266708569199377
上一次涨停错过了，这次直接买了,True,0.8375988867878708
解套走人,True,0.8450082764705692
牛批,True,0.521822209998058
游资有人玩这个股票！！！！！！,False,0.16417080136294016
今天差不多就这里，九州，亿能，龙头已就位。没有多余的溢价给你。,True,0.9031830679425376
6快走了。留下的发财。,True,0.6158946684758723
虽然,True,0.5262327818078083
5.8以下抓紧建仓吧[色][色],False,0.23296556528858015
沾上电的都飞了起来了,False,0.05579427321586994
冲冲冲冲冲冲冲冲冲！！！,False,0.145915546402129
慢慢做T吧,True,0.9663053505915195
电科院5月24日开盘涨幅达5%,False,0.0678187640462774
特高压龙头电科院[看多][买入][买入][鼓掌][鼓掌][鼓掌]数字经济龙头联发,True,0.9918543914054019
明天危险了,False,0.3889364328969577
又套进去5千[捂脸],False,0.022198629022849525
被迫5.2加仓[哭],True,0.837164544859325
不会出货把,False,0.2644758889862724
明天会修复,False,0.28011462628222783
希望明天可以上涨。,False,0.10338202646790917
电科院:关于2023年度利润分配预案的公告,False,0.0781001312200319
明天上午抄底，下周二起飞,False,0.20535493918453518
把它卖了，低吸了扬电，希望做对了！,False,0.2637458336995915
站6今天,False,0.44661786149927674
你这也太弱了吧，一点反抗都没有,False,0.4382629477585007
禁言,False,0.5
等跌10个点再补仓。,False,0.09430946436292353
审时度势发好帖,False,0.28139513439631236
猪力，要求不高，今天收复6元即可！,False,0.34975891322597763
红几天，一天跌回来,False,0.07678129723422011
磨人心呀,True,0.9382432331205319
今天什么情况啊,False,0.3935742971887549
看看上工申贝，再看看你！要死不活啊,True,0.594647130704141
昨天反弹出货，压力位！类似九洲集团！,False,0.1551217710018825
来来来，各位昨天鼓吹涨的，别潜水，先出来说说。,False,0.052472980239911426
利好,False,0.5
再看看，等跌到4.8再加一点仓位。,False,0.05310904442453368
这个股票有光伏概念，说明要大涨了。。,True,0.9297135709735458
这么玩，迟早被你玩死,False,0.43874410389000695
电力起来了,False,0.3124999999999998
直接闷杀,False,0.5
实际流通股3.2亿，每天换手率超15%，底仓不动，高抛低吸，按照理论这个价格区域,False,0.026101055360021053
准备加仓。,False,0.2964260140101529
4块,False,0.2716767590175685
电科院5月23日盘中跌幅达5%,False,0.03386031109882204
希望明天涨起来，洗盘个把星期了,True,0.5918691787843934
$电科院(SZ300215)$,False,0.44767845850986676
希望涨停板,True,0.8767978089942531
三亚潜水教练呛水联想,False,0.16691035541572163
你们不要在卖电科院，等拉升，等20厘米，不要有什么分歧了，不是天天这么涨的，这股,False,0.028822350614419512
放量情况下的均线多头排列上攻,False,0.1991318593918553
成本炒到了6.2[奸笑],False,0.4000584313896457
美滋滋，每天拉上去卖点！第二天低开在买回,False,0.08891693868347639
明星电力大跳水，电科院明天低开了，先溜了，落袋为安,True,0.5020306600015949
今天看明星电力眼色,True,0.5152747096750028
今天要梅开二度反包创新高了。加仓干就完了。,False,0.2908649152814895
5.6买了就套上,False,0.3324746866674636
明天一根中阴，效果很好的。,True,0.7865735511715696
最高点追的，活该,True,0.6797812730337591
守60分钟趋势线，破了走人,False,0.019563996748462653
冲冲冲冲冲冲冲冲冲！！！涨停板无疑！！！！,False,0.3695499161982889
鸭头已形成,False,0.4655756890436713
卖亏了，早上2个点卖了,False,0.08979033290259097
上下幅度再大点，动作再猛点，马上就要到高潮迭起的时候了，多坚持一下就能喷得久一点,False,0.0025463983805368295
搞了半天，今天跟的光伏,False,0.07817769656864071
持续推进产学研用深度融合共促创新合作发展机遇——苏州电科院与中国矿业大学电气工程,True,0.9996520682925192
跳吧跳吧，心累,False,0.3689763499247397
别跌哦！跌了我会买回来的。,False,0.33039664564378723
明天红开,False,0.21215927685265656
我不是庄，看13.20咋样,False,0.31355871850930217
乐山电力，电科院，周一低吸，周二滚动的也妥妥大肉,False,0.0704127061462061
又激动了[滴汗],True,0.5926372594385005
电科院5月22日快速回调,False,0.06915679231926786
出货了,False,0.3788569447456951
电科院5月22日快速上涨,False,0.078110545152139
加仓啦，稳住啊,False,0.27499952314907117
哈哈,True,0.5262327818078083
5毛1清仓了，小赚5600元，满足了,False,0.05404515028204804
不装了，不装了，10:30开始大幅拉升，哈哈,False,0.002069701813892544
太牛逼了，坐等涨停。,True,0.5550805477924349
没有一天走出样太难了,False,0.3048851942716406
不装了，电科院10:30将要大涨10%，哈哈哈[捂脸],False,0.06960636095454786
解套任重道远,True,0.7657643776825962
上星期从华银转过来，是对的。,True,0.9227059726211211
冲冲冲冲冲冲冲冲冲！！！,False,0.145915546402129
让它再跌得更猛些吧[大笑],False,0.30677933643696464
不出意外明天是收红的，会不会大涨就看主力了,True,0.826825615642913
震荡震荡就是下跌了，跌起来猛的狠,False,0.4283684559706532
谁来预测明天几点涨停[微笑],True,0.8924390472636006
又是拉尾盘，撤吧。明天又低开了,False,0.03866474553691002
每天T一T拉低成本线,True,0.9287380247601137
这货跟电力板块走啊，电力明天要是继续回调，写过肯定也没洗，小跌都是好的了，哎,False,0.001472044795121974
电科院主力不干活，正常两板后股性会比较火，但里面的资金在等抬轿的，外面的资金不肯,False,0.07214383516835188
来个预测,True,0.8888888888888888
走了，留下的发财,True,0.5504923205582516
加油加油加油加油,True,0.9998317824926402
这个走势明显是洗盘，明天继续上涨至6元左右,False,0.06813516540251474
明天还会跌一天,False,0.08108818998263856
我在这里呢，电力方向。[干杯],True,0.6219576279793995
明天5.32开盘,False,0.2637018024682164
说你们说你这就是垃圾跟跌不跟涨大家都不要买让他们自己玩,False,0.04454598586655534
好好好散户都卖了,True,0.5642568720822713
还要跌明天跑算了,False,0.051491285880705395
真神奇，走的和万丰一样,True,0.8115592494286055
股。走了。,False,0.2952414063168559
标题,False,0.352941176470588
东方财富网股吧社区内容治理公告,False,0.3165155285043616
正丹股份：“正丹转债”赎回登记日为6月6日,False,0.1115674291494273
正丹股份:关于正丹转债赎回实施的第六次提示性公告,True,0.9340666356746592
涨超10倍牛股正丹股份 被交易所重点监控,False,0.07227382460912823
C浪才开始！,False,0.14748691228000999
明日剧本正式出台！高开在32之上，下探低点在31一31.5，盘中高点在10个点之,True,0.9193807705923227
正丹股份下周走势分析！,True,0.9379283358135995
明日分析,True,0.9650461978567052
重点监控了，还这么强！,False,0.12286037439898512
继续涨，涨到空头闭嘴。[兴奋][鼓掌][大笑],True,0.9960483241482108
沪指跌0.88% 长江电力、正丹股份等创历史新高,True,0.9983198916924232
又要重新开贴，多看少问！,False,0.26895480333843413
周一高开墓碑线，清仓走人勿贪婪！,True,0.6300669700157978
3元进了500万，30元清仓了，完成半个小目标,True,0.8306242416452415
最新价格来了！今天又涨了5000！一个月价格翻倍,True,0.5303395574646708
木秀于林，风必摧之,True,0.9750776794776
我说到50，肯定被骂,False,0.09968839055618006
现在有多牛，后面就会有多惨，支撑不了太久！,True,0.6854274937857661
正丹股份千万不要买，以后都不能买，买了就好高位接盘，最后股价要去除75%才能横盘,True,0.8310635291961347
现在是风险大于机会5倍,True,0.5530916510940852
牛股正丹股份（300641）,True,0.5226633005904681
刚来有大哥解释这股啥情况么,False,0.014078958977975065
谁十倍不重要，关键是个风向标。,False,0.29500636449171147
丹王上王，业绩持续核爆，让市值做大做强冲刺2千亿的灵丹妙药！涨到六亲不认！涨到A无敌手！涨到羡慕嫉妒！认知限制住财富的多寡！,True,0.9999999531167432
正丹是真龙头,False,0.2538348181731639
少看少动，没有成本优势不要轻易追高，一路走过来，这些人不断的唱空正丹，也有资金试,True,0.9931859725252067
2024年十倍股出现的悲哀,False,0.30604925598677113
10倍TMA！ 关注替代TMP逻辑！,True,0.9660935622849997
实话实说！说今年已涨10倍毫无根据，年线显示1月1日至今最高31.89，涨26.,False,0.005186548999327356
西昌电力（600505）万胜智能（300882）,False,0.24392613330409152
全仓买了正丹大帝真无聊，到2025年年报都不用换股，需要持股1年半，炒短线我都没,False,0.0005419228375000973
$正丹股份(SZ300641)$,True,0.6864403227850091
正丹小弟,False,0.39380367085948853
下游购买TMA的产品的厂家，可以找丹王大小主力谈补贴一事。建议一吨补贴购买价的3,False,0.03252692822784997
九安医疗从5块9涨到99块多，上涨16倍，涨到5倍时也是很多小作文黑人家！抹黑人,False,0.10211166111124359
正丹股份：第三贴：下周行情更精彩,True,0.9685460007782629
一年难得遇到一个10倍牛股！但是今年抓到了正丹股份！而且从7元多一直持有到现在！,False,0.2384315666401462
本周大盘回顾，坚持“高息蓝筹长线+小市值科技短线”策略不变,True,0.9989808007945178
"连板战法或龙头战法在灭绝中,我的观察!",True,0.8271782322945713
宇座观点：正丹股份作为老周期的核心，8倍接近10倍高度还在继续打出高度，周五拿了,True,0.9917355107611586
大盘周一企稳回升反弹，正丹冲高回落回踩30.44收阴线。周二开启五浪主升浪目标5,False,0.04810234597022511
年内首只“10倍股”诞生 正丹股份一季度营利双增 净利润增超4倍,True,0.95426560845631
。。。,False,0.4843517138599106
*ST工智一季度4.3亿营收，而且利润为正，市值和*ST宁科一样，宁科一季度营收,False,0.05945230024093817
以现在的情绪看，周一大概率直接顶了，其实关不关小黑屋还是看交易所的意思，大盘这么,False,0.108283828804704
周一清仓,False,0.28504019446623396
十倍股之一的正丹股份，咱们操作两次也相当于吃饱！,False,0.3472210299366303
正丹13左右横盘的时候，大家就都知道TMA在上涨，寡头市场，现在涨到30多了，就,False,0.22702058528090407
坚决持股不动，目标100,False,0.2884721091945919
清仓了，兄弟们再见了。不一定今天就是顶，不过还格局的兄弟们下周一周二再有冲高的话,False,0.025283612170670766
关键是涨价所带来的利润所对应的股价，远不是现在的这个价格，各种导向都是倡导价值投,False,0.366727008723692
全是利好消息[笑哭]周一危险了[笑哭],True,0.966863817271252
虽然周末，报价组还是干一下活，好让明天直接顶上去吧[大笑][大笑][大笑][大笑,True,0.8634984621807406
不得不往上涨，大股东不得减持，机构卖出就是做空。散户卖出一点也不影响股价上涨,False,0.09060412505245197
四月一日以来tma、totm报价分享,True,0.884133679991502
在TMA涨价的势头面前，任何技术分析都将被摧枯拉朽。下周只需要在50000 元的,True,0.7112438590636715
转发,False,0.5
下周稳稳的,False,0.4737672181921908
52000了、估计会走诚迈科技的走势！,False,0.2944527970141242
只要认清市场运动的确已经发生，顺着潮流驾驭着你的投机之舟，就能够从中受益。不要和,True,0.9995884734028183
$正丹股份(SZ300641)$,True,0.6864403227850091
不敢买，只敢看,False,0.10874334825214682
$正丹股份(SZ300641)$,True,0.6864403227850091
[旺柴]那些，买tma.的客户，赶紧来炒股，在股票上把买tma亏的钱。赚回来。[,False,0.05755530883426141
$正丹股份(SZ300641)$,True,0.6864403227850091
当一支股票进入大多数人视野时，正是卖出时。这就是规律。也才符合28原则,True,0.9975013456201327
TMA预期到多少没人能预测，供需何时有改观也不知道，不能言顶，只能跟随[呲牙],True,0.9310776130691673
感觉在上演最后的疯狂,True,0.8677151860201685
对于正丹下周的走势，红尘已无法预测，不竟已经创了新高，上面管理层又一次发出监管通,True,0.9867811794978516
十倍杠杆重仓插入[色][色][色],False,0.0022484455198775732
下周热门，电磁屏蔽，HDl,True,0.7824573787118773
清仓了买了龙头雷曼光电,False,0.07681201716766628
热度上来了，想必也是主力想要的结果。周一低开大批接盘侠会入场，直接套牢一批人。大,False,0.45152040574573726
一季度利润暴增254%，PMMA之王双象股份：下一个正丹股份,True,0.9254390028898568
十倍的妖王可以继续持有，妖王一定是妖王，关注我发财！,True,0.9999918393298103
下周重点关注正丹股份，正虹科技，电科院和瑞迪智驱。,True,0.9165559199302648
几块钱的时候就告诉你啊我就是出货的理由都给你们准备好了你们不买涨了十倍之后你们说,False,0.04702507543624923
二季度 TMA 才大涨价，利润增加多少,False,0.12435846968050646
这样的良心公司，就该佩这样的泼天富贵。默默无闻地每年坚持分红，股价从上市几十块跌,True,0.9752248915350249
丹王，72变，产能变大大大大大分析；根据泰达，产能3万吨，销量3.6万吨；（这个,True,0.5238656871258038
你们想知道报价的，直接阿里巴巴问，或者打电话给公司问。要10吨[旺柴],False,0.2378052453231021
A股年内首只10倍股正丹股份被深交所重点监控,False,0.009515596588290265
这个票看了一个月。真的是每次的回调，都是让你上车机会，包括周一如果一回调，又有多,False,0.07367767252446178
既然这样重点监控！那就回低位个股炒短起升浪！关注本姐自选股即可！,False,0.011548819597309468
A股：预猜下周10只电力低位股,False,0.004985354343453596
涨停,True,0.5917277703202298
减持新规利好落定，周一不趁着有利好逃跑的除了小散没别人！！机构们都已经摩拳擦掌了,False,0.31872260726875534
[想一下]有个问题，就是买tma的大小客户，也买正丹，百川，虽然tma涨价，但是,True,0.5980332456456647
砖家分析得头头是道,True,0.8613832738257337
早盘介入了，新余国科浪潮信息两支个股目前走势非常给力！下午预计会有一波大长腿[胜,False,0.3709088636633099
一鱼两吃，财政部控股央企十倍股。或许是个机会,True,0.566852267230431
继续吃大肉,False,0.5
明天涨19%停牌，小心再停进去,False,0.023284999573601195
周末仔细看看外面的世界，风险太大了，不是ST，就是收到汗，这样一看还是正丹好！至,True,0.8091801412238098
周一会低开高走的,False,0.36070281601615084
昨日介入的正丹股份早盘拉高近8%，28块多附近全部获利了结，留一只，仓位控制在5,True,0.532227033284218
太牛了，只能看看膜拜一下[拜神][拜神][拜神][拜神][拜神][拜神],True,0.9972240488867545
2025年1月25日前不会卖出，如果二进宫，就陪你进,False,0.21193201215694124
石英股份22年业绩10个亿，市值最高500亿！23年业绩50亿，但市值二百多亿！,True,0.9308155084821185
走势是真强，远没走完，感觉还有个加速,False,0.4396302576426929
当前A股化工四大天王,False,0.3154899597289923
今年首只10倍股正丹利好化工周末减持新规大大利好优质次新：301538骏鼎达/301548崇德科技/301325曼恩斯特等长阳涨,True,0.9991021318011007
正丹股份才是TMA的真龙头，百川股份股份依旧是跟风小弟，正丹股份20倍特大牛股成立！,True,0.5385184149684304
近日发布了2023年年报，揭示了公司过去一年的财务状况与经营成果。通过仔细剖析这,True,0.9927945598259443
周一大概率走V，而且反的概率更大。个人直觉，仅供娱乐！,True,0.5560287606501125
5月27（周一）盘前：基于消息简单分析：周末无重磅消息，老题材低空经济没有新的消,True,0.7468894920518817
牛股点评:正丹股份，正虹科技,True,0.6556511019378898
正丹年内目标价88.8元，不接受任何反驳。。,True,0.9113838908801263
$正丹股份(SZ300641)$,True,0.6864403227850091
曾经的银广夏,True,0.8392732137540418
盘后简单聊聊看法,False,0.3751535342497774
正丹的尽头在600亿市值，放心大胆的干,True,0.8762447964770534
吧里很多诋毁正丹的，巴不得正丹立即破产，四处宣扬假消息。要使正丹业绩下降只有三种,True,0.9476399264019371
曾经的天马股份,True,0.7297953905324696
周一跌停，封单30万手。正丹股份千万不要买，以后都不能买，买了就好高位接盘，最后,False,0.041019003585515024
涨幅1026.86%！这家企业成年内第一支10倍股 实控人夫妇财富增值近80亿元 4万股民跟着吃肉,True,0.5615917641289384
是不是顶，明白人自然明白，聪明人也在假装糊涂，当年捷荣技术高位时喊多的也不次于现,False,0.4924598858363094
【十倍大牛股（正丹股份）启示录】剖解十倍股之牛股基因和财富密码:在中小微盘股里挖,True,0.5012900296093753
百合花和正丹股份，百川股份都是涨价逻辑,True,0.967324136836235
正丹股份千万不要买，以后都不能买，买了就好高位接盘，最后股价要去除75%才能横盘,True,0.8310635291961347
年内首只10倍股诞生 正丹股份市值超160亿元,False,0.36114145359251903
股票上涨是市场自然行为。不能先发提示。要有明确的证据证明。,False,0.28326566389200614
赚十倍不需要具备什么素质，不外乎这两种人，一种是不经常看股，另一种是已忘记自已帐,False,0.33638668401361826
明天把他顶进去，过8就进去，同志们加油！,False,0.15613554549821274
很多人说，现在属于信息时代，没有信息不对称了，其实不然。很多人不了解TMA和TO,True,0.5808895818373088
*ST工智一季度4.3亿营收，而且利润为正，市值和*ST宁科一样，而宁科一季度营,False,0.21759207897427657
现在买入的担心在高位接盘,True,0.9100068141312484
$正丹股份(SZ300641)$,True,0.6864403227850091
都知道散户炒股是一赚二平七亏损，与对手盘正好互补，庄家操作失败的方式就是诞生妖股,False,0.20536299558634719
TMA有没有可能两年之内涨到50万一吨，签于tma是寡头垄断，掌握定价权。假如t,False,0.4663030278939807
就算涨到100。你要拿的住才行呐，中间振幅波动，把你震下车，拿不住的，每次回调都,False,0.14185760853924867
了鲜了解下游头部的订单价格。,False,0.01551924481871858
哪位大神说一下监管期那天结束，什么价格触发第二次停牌。,True,0.8879552346123547
正丹对我来说就是一只退市股，因为涨这么高，业绩就现在可以，一旦不行，将开启十多年,True,0.5260374016316005
龙，华，正，不知下只股票是不是气字头,True,0.7908193893541352
$正丹股份(SZ300641)$,True,0.6864403227850091
当全网都在说正丹的时候,False,0.36468470749982684
最新！上交所、深交所通报！10倍大牛股被重点监控！,False,0.00970883813862189
明天或下周初不快速打出一个新平台来，则上方筹码越来越重，易倒，后果严重。,False,0.43615226282772335
停产和涨价预期，2024业绩为王，第一目标20,True,0.9923764546314925
信息获取能力超强,True,0.8827203508113415
英伟达散热模组国内唯一供应商，液冷散热中的核心物件！[大笑]夏日精研。,True,0.9716521269963844
坚韧执着,True,0.9822208516355222
关于百川股份的几点不解之惑：1，正丹股份涨了近10倍，百川股份却只涨了区区的2倍,True,0.9672427820145982
现在,True,0.5262327818078083
来！给它一回！看人下菜的好手。[俏皮],False,0.46431682818726916
努力不等于能成功,True,0.5429835283384102
年底实值1600亿,True,0.8798000174218388
下周目测会冲破50，然后震荡一周，六月十几号到达顶点70附近筑顶,False,0.03409247317069819
涨了好几倍了，每个像样的回调这就不合乎逻辑了，现在热度上来了下周回调个30多点也,False,0.2103516177663688
融圈能盆满钵满。主力现在排队出货,False,0.019130263671786052
5.15宝总复盘,False,0.35184120959662324
昨天有小妞问我正丹还敢不敢上我说我不敢了结果鸡构们肯定是逆向思维逻辑鬼才老夫开盘,False,0.1315837371603672
眼睁睁看着你，却无能为力[为什么],True,0.6615052778409046
这里96%的自然人投资者，异动监管也没办法的，东财拉萨团功不可没！,True,0.5214473774455853
未来2年预估赚100亿。开启并购合并，做大做强。在座的都是次级原始股东。未来享受,True,0.9920318416203799
公司激光技术用于玻璃基板打标打孔切割划线等，红外模压镜头辅助驾驶AR/VR已销售,False,0.014878829677221761
周一开盘跌停板,False,0.1767013306180646
//@墨大仙 ://@墨大仙 :转发,True,0.6272793808479319
撤了，全清空了，谢谢散户接盘,False,0.2804959884591486
请关注601137,True,0.586345440451466
第五次浪潮！(正丹要做一夜 9 次郎[兴奋][兴奋][兴奋][兴奋]),True,0.9961297585935102
弱市出妖股，先恭喜超级丹成为年内首只十倍股，昨天尾盘看图形都知道今天有戏，可惜没,True,0.7338005635035043
去抢正业科技300410筹码！！！！低价低位小市值英伟达概念龙头股！正字辈妖股！,False,0.06859466381931156
最新最严减持新规来了！规则全面升级，进一步杜绝减持套现！,False,0.13837563503476324
铁血丹心，一身正气，今年牛股风向标，和正丹一起成长。加油！,True,0.9463868396483057
扛个大大的玉如意去给奶奶祝寿,False,0.18371417410352753
丹王不放天量还有得涨。,False,0.13889004474295485
涨价让正丹股份成为首个10倍股，但这个股国产替代加速可能比正丹股份更牛！,True,0.8466597314882279
